Region,County,Municipality,BIN,Location,Feature Carried,Feature Crossed,Owner,Year Built or Replaced,Date of Last Inspection,Poor Status
7,St Lawrence,Colton (Town),1000720,JCT SH 3 & S B GRASSE RVR,3   3 75041375,S BR GRASSE RIVER,NYSDOT,1980,06/17/2019,N
7,St Lawrence,Colton (Town),1027240,1 MI SE VILLAGE SO COLTON,56  56 75011173,COLD BROOK,NYSDOT,2012,10/23/2018,N
7,St Lawrence,Colton (Town),1027250,IN VILLAGE OF SO COLTON,56  56 75011187,RAQUETTE RIVER,NYSDOT,1994,06/13/2018,N
7,St Lawrence,Colton (Town),1027260,.5 MI SW VILLAGE OF COLTO,56  56 75011228,RAQUETTE RIVER,NYSDOT,1996,10/23/2018,N
7,St Lawrence,Colton (Town),2270120,1.5mi SE Vil So.Colton,Cayey Rd,Cold Brook,Town,2006,09/27/2018,N
7,St Lawrence,Colton (Town),2270190,.75mi SW Vil So.Colton,Cold Brook Dr.,Cold Brook,Town,2006,09/27/2018,N
7,St Lawrence,Colton (Town),2270210,2mi SE Vil So.Colton,French Pond Rd,Cold Brook,Town,2006,09/27/2018,N
7,St Lawrence,Colton (Town),3340810,IN COLTON,MAIN STREET,RAQUETTE RIVER,County,1995,10/24/2019,N
7,St Lawrence,Colton (Town),3340820,IN COLTON,MAIN STREET,RAQUETTE RIVER,County,1995,10/24/2019,N
7,St Lawrence,Colton (Town),3221020,6 MI SE OF SOUTH COLTON,STARK-WHITE HILL,RAQUETTE RIVER,County,1957,09/18/2019,N
7,St Lawrence,Colton (Town),2270110,1.5mi SE Vil of So.Colton,Smiley Rd,Cold Brook,Town,2005,09/27/2018,N
7,St Lawrence,Colton (Town),5524530,3 MI SW END OF SH 421,UPPER DAM,BOG RIVER,NYS Dept of Environmental Conservation,1993,06/20/2018,N
7,St Lawrence,De Kalb (Town),1008750,1.2 MI NE JCT US11 &SH812,11  11 75061193,CSX TRANSPRTATION,NYSDOT,2019,11/06/2019,N
7,St Lawrence,De Kalb (Town),1032790,5.1 MI N JCT I87 + US 11,812 812 75021337,OSWEGATCHIE RIVER,NYSDOT,1977,06/26/2018,N
7,St Lawrence,De Kalb (Town),3340840,4 MI SW OF KENDREW CORNRS,COUNTY ROAD 17,BEAVER CREEK,County,2017,08/29/2019,N
7,St Lawrence,De Kalb (Town),3340850,LOCATED IN DEKALB,COUNTY ROAD 17,OSWEGATCHIE RIVER,County,1965,08/14/2019,N
7,St Lawrence,De Kalb (Town),3363540,1.3 MI SW OF DE KALB JUNC,COUNTY ROAD 17,TANNER CREEK,County,2010,09/03/2019,N
7,St Lawrence,De Kalb (Town),3340860,2.5 MI NE OF RICHVILLE,DEKALB JCT ROAD,INDIAN CREEK,County,1928,11/29/2017,Y
7,St Lawrence,De Kalb (Town),3363460,2 MI SE OF EAST DEKALB,EAST DEKALB ROAD,TANNER CREEK,County,1953,10/03/2019,N
7,St Lawrence,De Kalb (Town),3340830,5 MILES N OF GOUVERNEUR,GOV-DPYSTER ROAD,BEAVER CREEK,County,1992,05/17/2018,N
7,St Lawrence,De Kalb (Town),2221080,1 MI SE OF RICHVILLE,LIMKILN ROAD,BOLAND CREEK,Town,1996,05/21/2018,N
7,St Lawrence,De Kalb (Town),3221060,2 MI NE OF HERMON,POOLER ROAD,TANNER CREEK,County,2008,10/03/2018,N
7,St Lawrence,De Kalb (Town),3340870,.5 MI NW OF RICHVILLE,RICHVILLE BRDG RD,OSWEGATCHIE RIVER,County,1961,08/14/2019,N
7,St Lawrence,De Peyster (Town),1039600,5.8 MI NE JCT RTS 184+ 58,184 184 75011069,FISH CREEK,NYSDOT,1932,11/19/2019,Y
7,St Lawrence,Edwards (Town),1027460,5.6 MI NW JCT RTS 58 + 3,58  58 75011069,STAMMER CREEK,NYSDOT,1964,05/29/2019,N
7,St Lawrence,Edwards (Town),1027470,7.1 MI NW JCT SH 3 & SH 5,58  58 75011088,OSWEGATCHIE RIVER,NYSDOT,1964,08/06/2019,N
7,St Lawrence,Edwards (Town),3340880,IN SOUTH EDWARDS,COUNTY ROAD 23,OSWEGATCHIE RIVER,County,1998,08/01/2018,N
7,St Lawrence,Edwards (Town),3366950,VILLAGE OF EDWARDS,NEW STREET,OSWEGATCHIE RIVER,County,2002,09/18/2018,N
7,St Lawrence,Edwards (Town),3340890,IN TALCVILLE,TALCVILLE ROAD,OSWEGATCHIE RIVER,County,1964,10/09/2019,N
7,St Lawrence,Edwards (Town),3221090,2.0 MI NE OF TALCVILLE,TALCVILLE ROAD,OSWEGATCHIE RIVER,County,1981,07/24/2019,Y
7,St Lawrence,Fine (Town),1061150,4.7 MI SE JCT RTS 3 + 58,3   3 75041168,LITTLE RIVER,NYSDOT,1956,07/29/2019,N
7,St Lawrence,Fine (Town),1027450,.2 MI N JCT SH 58 & SH 3,58  58 75011002,OSWEGATCHIE RIVER,NYSDOT,1964,07/29/2019,N
7,St Lawrence,Fine (Town),3340920,1.9 MI N OF OSWEGATCHIE,BROWN FALLS ROAD,LITTLE RIVER,County,1962,06/27/2019,N
7,St Lawrence,Fine (Town),3221130,2 MI SW OF OSWEGATCHIE,COFFIN MILLS ROAD,LITTLE RIVER,County,1994,07/17/2018,N
7,St Lawrence,Fine (Town),3340910,2.4 MILES EAST OF FINE,COUNTY ROAD 27,OSWEGATCHIE RIVER,County,1930,07/15/2019,N
7,St Lawrence,Fine (Town),3363490,LOCATED IN FINE,OLD STATE ROAD,OSWEGATCHIE RIVER,County,1929,07/24/2019,Y
7,St Lawrence,Fine (Town),3363500,LOCATED IN LOWER OSWEGATC,OSWEGATCHIE TRAIL,LITTLE RIVER,County,1924,05/07/2019,N
7,St Lawrence,Fine (Town),3340930,2.8 MI NE OF OSWEGAICHIE,SKATE CREEK ROAD,OSWEGATCHIE RIVER,County,1894,06/28/2018,N
7,St Lawrence,Fine (Town),3340940,WANAKENA,SOUTH SHORE ROAD,OSWEGATCHIE RIVER,County,1980,09/13/2018,N
7,St Lawrence,Fowler (Town),1027530,7.3 MI SE JCT RTS 58 + 11,58  58 75011146,W B OSWEGATCHIE R,NYSDOT,2001,10/09/2019,N
7,St Lawrence,Fowler (Town),1027510,1.2 MI SE JCT RTS 58 + 11,58  58 75011207,MATOON CREEK,NYSDOT,1968,07/29/2019,N
7,St Lawrence,Fowler (Town),3341020,.8 MI N OF HAILESBORO,BAY ROAD,ISL B OSWEGATCHIE,County,1967,08/28/2018,N
7,St Lawrence,Fowler (Town),3341000,5.2 MI E OF SOMERVILLE,COUNTRY CLUB ROAD,MATOON CREEK,County,1965,10/03/2018,N
7,St Lawrence,Fowler (Town),3340970,1.2 MI SW OF HAILESBORO,COUNTRY CLUB ROAD,SAWYER CREEK,County,2008,05/09/2018,N
7,St Lawrence,Fowler (Town),3340950,3.7 MILES WEST OF FOWLER,COUNTY ROAD 22,SAWYER CREEK,County,1941,09/09/2019,N
7,St Lawrence,Fowler (Town),3341010,2.8 MI SW OF HAILESBORO,DOANE ROAD,SAWYER CREEK,County,1965,05/31/2018,N
7,St Lawrence,Fowler (Town),3221190,1.4 MI E OF HAILESBORO,EMERYVILLE ROAD,IS.BR.OSWEGATCHIE,County,2015,10/28/2019,N
7,St Lawrence,Fowler (Town),3221180,1.5 MI NE OF FOWLER,EMERYVILLE ROAD,OSWEGATCHIE RIVER,County,1995,08/28/2019,N
7,St Lawrence,Fowler (Town),2259360,LOCATED IN EMERYVILLE,EMERYVILLE ROAD,POWER INLET CHANL,County,1980,10/31/2019,Y
7,St Lawrence,Fowler (Town),3340960,IN FULLERVILLE IRON WORKS,FULLERVILLE ROAD,W B OSWEGATCHIE R,County,1965,07/15/2019,N
7,St Lawrence,Fowler (Town),3340990,IN HAILESBORO,ISLAND BRANCH RD,OSWEGATCHIE RIVER,County,2004,09/13/2018,N
7,St Lawrence,Fowler (Town),3340980,2.0 MI NE OF HAILESBORO,ISLAND BRANCH RD.,IS.BR.OSWEGATCHIE,County,1961,08/01/2018,N
7,St Lawrence,Fowler (Town),3358360,1.1 MI SW OF HAILESBORO,JONES ROAD,MATOON CREEK,County,1971,10/28/2019,N
7,St Lawrence,Fowler (Town),3363470,1.0 MI NW OF HAILESBORO,MAIN STREET,MATOON CREEK,County,1920,05/08/2019,N
7,St Lawrence,Fowler (Town),3221210,2 MI NE OF HAILESBORO,RIVER ROAD,OSWEGATCHIE RIVER,County,1999,07/30/2019,N
7,St Lawrence,Fowler (Town),2221220,1 MILE SE OF GOVERNEUR,RIVER ROAD,W IS BR OSWEGACHI,Town,1962,10/31/2019,N
7,St Lawrence,Gouverneur (Town),1027540,4.3 MI NW JCT RTS 58 + 11,58  58 75011276,OSWEGATCHIE RIVER,NYSDOT,1953,08/01/2019,N
7,St Lawrence,Gouverneur (Town),3341030,4 MILES N OF GOUVERNEUR,COUNTY ROAD 11,OSWEGATCHIE RIVER,County,1929,10/03/2019,N
7,St Lawrence,Gouverneur (Town),3341070,1.0 MI NE OF WEGATCHIE,KEARNEY ROAD,OSWEGATCHIE RIV,County,2003,09/17/2019,N
7,St Lawrence,Gouverneur (Town),3341040,2.0 MI NE OF WEGATCHIE,OXBOW GOUVERNR RD,MALTERNA CREEK,County,2009,10/23/2019,N
7,St Lawrence,Gouverneur (Town),3341050,2 MI N OF GOURVERNEUR,PEABODY ROAD,OSWEGATCHIE RIVER,County,2009,07/15/2019,N
7,St Lawrence,Gouverneur (Town),2221230,1.0 MI SW OF RICHVILLE,WELCH ROAD,WHITE CREEK,Town,1917,05/29/2019,N
7,St Lawrence,Gouverneur (Village),1008720,JCT SH11 & OSWEGATCHIE RV,11  11 75061066,OSWEGATCHIE RIVER,NYSDOT,1999,06/28/2018,N
7,St Lawrence,Gouverneur (Village),1027490,.2 MI SE JCT US 11 & SH58,58  58 75011222,OSWEGATCHIE RIVER,NYSDOT,2016,10/29/2018,N
7,St Lawrence,Hammond (Town),1009790,1.2 MI NE JCT RTE 12 + CL,12  12 75071015,CROOKED CREEK,NYSDOT,1966,07/25/2019,N
7,St Lawrence,Hammond (Town),1009800,5.6 MI NE JCT RTE 12 + CL,12  12 75071066,CHIPPEWA CREEK,NYSDOT,1967,07/25/2019,N
7,St Lawrence,Hammond (Town),1094710,6.2 MI NE JCT SH12 & CO L,12   12 75071020,Trib.Duck Cove,NYSDOT,1966,08/27/2019,N
7,St Lawrence,Hammond (Town),3341080,.5 MI FROM NORTH HAMMOND,COUNTY ROAD 3,CHIPPEWA CREEK,County,2011,05/21/2018,N
7,St Lawrence,Hammond (Town),3370420,1.5 mi SE Jct SR 37 + CR3,CR 3,BLACK CREEK,County,2007,04/25/2018,N
7,St Lawrence,Hammond (Town),3221250,0.5 MI S OF SOUTH HAMMOND,SOUTH HAMMOND RD,BLACK CREEK,County,1998,07/19/2018,N
7,St Lawrence,Hermon (Town),3341360,2.2 MI NE OF KENTS CORNRS,COUNTY ROAD 20,TANNER CREEK,County,2017,11/25/2019,N
7,St Lawrence,Hermon (Town),3341090,4 MILES NE OF EDWARDS,EDWRDS-HER-CAN RD,ELM CREEK,County,1925,07/24/2019,N
7,St Lawrence,Hermon (Town),3341100,1.0 MI S OF HERMON,EDWRDS-HER-CAN RD,ELM CREEK,County,2008,10/09/2018,N
7,St Lawrence,Hermon (Town),3341110,1.0 MI S OF HERMON,POND ROAD,ELM CREEK,County,1960,09/03/2019,N
7,St Lawrence,Hermon (Town),3341120,2.8 MI SE OF KENTS CORS.,POND ROAD,TANNER CREEK,County,2017,07/03/2019,N
7,St Lawrence,Hermon (Town),3221270,2.8 MI NE OF KENTS CORNER,ROCK HOLLOW ROAD,TANNER CREEK,County,1975,05/08/2019,N
7,St Lawrence,Hermon (Village),3363480,ELM CREEK-TOWN OF HERMON,JEFFERSON STREET,ELM CREEK,County,1980,08/29/2019,N
7,St Lawrence,Hermon (Village),3341130,IN HERMON,MILES ROAD,ELM CREEK,County,2000,05/23/2018,N
7,St Lawrence,Heuvelton (Village),1032800,IN VILLAGE OF HEUVELTON,812 812 75021398,OSWEGATCHIE RIVER,NYSDOT,2010,10/28/2019,N
7,St Lawrence,Hopkinton (Town),1009170,.2 MI NE JCT RTS 11B &458,11B 11B75011163,RIVER STREET,NYSDOT,1966,07/31/2018,N
7,St Lawrence,Hopkinton (Town),3341140,LOCATED IN FORT JACKSON,COUNTY ROAD 49,E BR ST REGIS RVR,County,1975,12/20/2018,N
7,St Lawrence,Hopkinton (Town),3366590,4.8 MI SE OF PARISHVILLE,JONES ROAD,W BR ST REGIS RVR,County,1902,08/15/2019,Y
7,St Lawrence,Hopkinton (Town),3341150,5 MI SE OF PARISHVILLE,JONES ROAD,W BR ST REGIS RVR,County,1902,08/15/2019,Y
7,St Lawrence,Lawrence (Town),3341180,4.0 MI NE OF STOCKHOLMN C,11  11 75061563,TROUT BROOK,NYSDOT,1952,05/30/2018,N
7,St Lawrence,Lawrence (Town),3341190,2.5 MI W OF LAWRENCEVILLE,11  11 75061591,ALLEN BROOK,NYSDOT,1940,05/01/2018,N
7,St Lawrence,Lawrence (Town),1054470,1 MI SW U S 11 & C L,11  11 75061647,DEER RIVER,NYSDOT,1989,04/10/2019,N
7,St Lawrence,Lawrence (Town),1009180,.3 MI SW JCT RT 11B & C L,11B 11B75011195,DEER    RIVER,NYSDOT,1990,07/11/2018,N
7,St Lawrence,Lawrence (Town),1008880,2.8 MI E JCT RTS 11 & 420,11C 11C75011063,TROUT BROOK,NYSDOT,1997,11/25/2019,N
7,St Lawrence,Lawrence (Town),1008890,3.4 MI E JCT RTS 11 & 420,11C 11C75011069,ALLEN BROOK,NYSDOT,1997,11/25/2019,N
7,St Lawrence,Lawrence (Town),3358390,1.0 MI NE OF LAWRENCEVILL,CEMETERY ROAD,KINGSTON BROOK,County,1969,05/01/2019,N
7,St Lawrence,Lawrence (Town),3341160,IN NORTH LAWRENCE,COUNTY ROAD 52,DEER RIVER,County,1936,10/22/2019,N
7,St Lawrence,Lawrence (Town),3341170,2 MI W OF LAWRENCEVILLE,COUNTY ROAD 54,ALLEN BROOK,County,1928,04/11/2019,N
7,St Lawrence,Lawrence (Town),1039790,4.1 MI N OF NICHOLVILLE,COUNTY ROAD 55,ALLEN BROOK,County,1932,10/22/2019,N
7,St Lawrence,Lawrence (Town),3341200,1.5 MI SE OF BRASHER FALL,FINNIGAN ROAD,TROUT BROOK,County,1959,12/10/2019,N
7,St Lawrence,Lawrence (Town),3221310,1.0 MI SE OF LAWRENCEVILL,FOSTER ROAD,DEER RIVER,County,2016,11/27/2018,N
7,St Lawrence,Lawrence (Town),3221360,1.5 MI N OF MCEWENS CORNR,GAROND ROAD,ALLEN BROOK,County,1981,07/10/2019,Y
7,St Lawrence,Lawrence (Town),2259370,4 MI N OF FORT JACKSON,HALLAHAN ROAD,ALLEN BROOK,Town,2015,12/10/2019,N
7,St Lawrence,Lawrence (Town),3221340,2 MI SW OF LAWRENCEVILLE,MCEWEN ROAD,ALLEN BROOK,County,1984,04/24/2019,N
7,St Lawrence,Lawrence (Town),3221300,3 MILES E OF NICHOLVILLE,MILL ROAD,E BR ST REGIS RVR,County,1979,10/29/2018,N
7,St Lawrence,Lisbon (Town),1023850,2.7 MI NE JCT 37 + 68,37  37 75021320,TIBBITS CREEK,NYSDOT,1958,04/30/2019,N
7,St Lawrence,Lisbon (Town),3341210,.5 MI E OF PINE GROVE,MDRD CHAPMAN RD,SUCKER BROOK,County,2000,06/19/2018,N
7,St Lawrence,Louisville (Town),1023880,JCT RTE 37 + GRASSE R,37  37 75021617,GRASSE RIVER,NYSDOT,1956,12/04/2019,N
7,St Lawrence,Louisville (Town),1094760,37 37 75021519,37 37 75021519,COLES CREEK,NYSDOT,2010,10/10/2019,N
7,St Lawrence,Louisville (Town),3341230,AT LOUISVILLE,COUNTY ROAD 39,GRASS RIVER,County,2010,10/30/2018,N
7,St Lawrence,Louisville (Town),3342040,.2 MILE SE OF CHASE MILLS,"CR 36, CHASE MILL",GRASSE RIVER,County,1981,12/05/2019,N
7,St Lawrence,Louisville (Town),3341220,ON MASSENA VILLAGE LINE,"CR 40, N RAQUETTE",HUTCHINS CREEK,County,2011,10/29/2019,N
7,St Lawrence,Macomb (Town),1027550,0.2 MI SE JCT RTS 58 +184,58  58 75011383,FISH CREEK,NYSDOT,1933,05/16/2019,Y
7,St Lawrence,Macomb (Town),1039590,0.1 MI E JCT RTS 184 + 58,184 184 750110000,FISH CREEK,NYSDOT,1932,05/16/2019,Y
7,St Lawrence,Madrid (Town),1027310,IN MADRID,345 345 75011087,GRASSE RIVER,NYSDOT,1882,11/18/2019,N
7,St Lawrence,Madrid (Town),3341280,2.5 MI S OF CHIPMAN,BRANDY BROOK ROAD,BRANDY BROOK,County,1961,05/30/2019,N
7,St Lawrence,Madrid (Town),2221410,0.5 MI NW OF BUCKS BRIDGE,BUCK ROAD,LINE CREEK,Town,1917,11/18/2019,Y
7,St Lawrence,Madrid (Town),3341250,5 MI W OF MADRID SPRING,"CR 30, LISBON-MAD",BRANDY BROOK,County,1937,11/18/2019,N
7,St Lawrence,Madrid (Town),3341260,.5 MILE SE OF CHIPMAN,"CR 31, MADRID-CHI",BRANDY BROOK,County,2010,10/15/2018,N
7,St Lawrence,Madrid (Town),3221390,1 MI SW OF DIXON CORNERS,HAIG ROAD,TROUT BROOK,County,2013,11/19/2019,N
7,St Lawrence,Madrid (Town),3341240,AT CHAMBERLAIN CORNERS,NORFOLK WADD RD,GRASSE RIVER,County,1880,10/30/2018,N
7,St Lawrence,Madrid (Town),3341270,2.4 MI W OF NORFOLK,NORFOLK-BRSWER RD,TROUT BROOK,County,1996,06/19/2018,N
7,St Lawrence,Massena (Town),1023922,.3 MI W JCT SH 37 & C L,37  37 75021731,COUNTY ROAD 45,NYSDOT,1962,06/20/2018,N
7,St Lawrence,Massena (Town),1024020,JCT RTE 37C + RACQUETTE R,37C 37C75011005,RAQUETTE RIVER,NYSDOT,1930,11/26/2018,N
7,St Lawrence,Massena (Town),1037700,JCT. RTE.131 & GRASSE R.,131 131 75011123,GRASSE RIVER,NYSDOT,1956,12/03/2019,N
7,St Lawrence,Massena (Town),3221420,0.1 MI N Jct Rte 37 +37B,Alcoa Road,Grasse River,County,2002,06/26/2018,N
7,St Lawrence,Massena (Town),5523630,BARNHART IS & S CH ST LAW,BARNHART ISLAND RD,S CH ST LAWRENCE R,NYS Power Authority,1956,11/07/2019,N
7,St Lawrence,Massena (Town),5523220,4.0 MI.NE OF MASSENA,CONN. NY 37 &CANADA 2,CSX TRANSPORTATION,Seaway International Bridge Authority,1958,09/14/2018,N
7,St Lawrence,Massena (Town),3367410,1 MILE NW VIL OF MASSENA,COUNTY ROAD 43,DODGE CREEK,County,1983,10/29/2019,N
7,St Lawrence,Massena (Town),3341310,5 MILES NE OF MASSENA,COUNTY ROAD 46,SPRING BROOK,County,1963,12/03/2019,N
7,St Lawrence,Massena (Village),1024009,.9 MI W JCT SH 37B & SH37,37B 37B75011027,GRASSE RIVER,NYSDOT,2018,10/25/2018,N
7,St Lawrence,Massena (Village),1048260,JCT RTE 420 + RACQUETTE R,420 420 75011115,RAQUETTE RIVER,NYSDOT,1966,12/04/2019,N
7,St Lawrence,Massena (Village),1048270,JCT RTE 420 + GRASSE R,970BX,GRASSE RIVER,NYSDOT,1917,07/10/2018,N
7,St Lawrence,Morristown (Town),1027560,2.2MI NW JCT RTS 58 +184,58  58 75011411,BLACK LAKE S CHAN,NYSDOT,1994,05/14/2019,N
7,St Lawrence,Morristown (Town),1027570,2.5MI NW JCT RTS 58 & 184,58  58 75011417,BLACK LAKE N CHAN,NYSDOT,1995,05/14/2019,N
7,St Lawrence,Morristown (Town),1027580,1.8 MI SE JCT RTS 58 + 37,58  58 75011441,CHIPPEWA CREEK,NYSDOT,1928,08/29/2019,Y
7,St Lawrence,Morristown (Town),1071400,2 MI SW JCT RTS 12 & 37,37   37 75021131,CHIPPEWA CREEK,NYSDOT,1967,09/10/2019,Y
7,St Lawrence,Morristown (Town),3341370,3 MI S OF BRIER HILL,IRELAND ROAD,CHIPPEWA CREEK,County,1962,10/16/2019,N
7,St Lawrence,Morristown (Village),3341380,LOCATED IN MORRISTOWN,NORTHUMBERLAND RD,MORRISTOWN BAY,County,1977,09/17/2019,Y
7,St Lawrence,Norfolk (Town),1062080,.3 MI S JCT RTS 56 & 310,56  56 75011450,RAQUETTE RIVER,NYSDOT,1992,08/14/2018,N
7,St Lawrence,Norfolk (Town),3341400,4.0 MI NE OF RAYMONDVILLE,BROUSE ROAD,PLUM BROOK,County,2019,11/06/2019,N
7,St Lawrence,Norfolk (Town),3363530,AT NORFOLK,COUNTY ROAD 38,RAQUETTE RIVER,County,1918,10/16/2019,Y
7,St Lawrence,Norfolk (Town),1027320,IN NORFOLK,COUNTY ROAD 38A,RAQ RIV TAIL RACE,County,1959,12/10/2019,N
7,St Lawrence,Norfolk (Town),1027330,IN NORFOLK,COUNTY ROAD 38A,RAQUETTE RIVER,County,1959,12/10/2019,N
7,St Lawrence,Norfolk (Town),3341430,1.5 MILES N OF NORWOOD,"CR 48A, YALEVILLE",RAQUETTE RIVER,County,1892,10/03/2019,N
7,St Lawrence,Norfolk (Town),3341420,LOCATED NEAR PLUMBROOK,LACOMB ROAD,PLUM BROOK,County,1968,08/26/2019,Y
7,St Lawrence,Norfolk (Town),3341390,IN PLUM BROOK,NORFLK-BRASHER RD,PLUM BROOK,County,2010,12/06/2018,N
7,St Lawrence,Norfolk (Town),3221460,LOCATED IN RAYMONDVILLE,RIVER ROAD,TROUT BROOK,County,2011,10/31/2019,N
7,St Lawrence,Norfolk (Town),3221450,2.5 MI NW OF BROOKDALE,VAN KENNEN RD,PLUM BROOK,County,1981,07/08/2019,N
7,St Lawrence,Norwood (Village),3221670,LOCATED IN NORWOOD,RIDGE-SPRING STRT,RAQUETTE RIVER,County,1923,10/09/2019,N
7,St Lawrence,Ogdensburg (City),1070522,IN OGDENSBURG,68  68 75011008,OSWEGATCHIE RIVER,NYSDOT,1980,10/08/2019,N
7,St Lawrence,Ogdensburg (City),1070521,IN OGDENSBURG,68  68 75011008,OSWEGATCHIE RIVER,NYSDOT,1980,10/08/2019,N
7,St Lawrence,Ogdensburg (City),2221890,IN OGDENSBURG,LAFAYETTE SPRG ST,OSWEGATCHIE RIVER,City,1916,09/20/2018,N
7,St Lawrence,Ogdensburg (City),5523230,1.8 MI.NE OF OGDENSBURG,OGD-PRES INTER BR,CAN.QUEENS HWY.2,Ogdensburg Bridge and Port Authority,1960,08/10/2018,N
7,St Lawrence,Ogdensburg (City),2221880,NE SIDE OF OGDENSBURG,PROCTOR AVENUE,OGDN PORT AUTH RR,City,1989,05/13/2019,N
7,St Lawrence,Oswegatchie (Town),1023820,JCT SH37 & OSWEGATCHIE RV,37  37 75021279,OSWEGATCHIE RIVER,NYSDOT,1958,10/01/2018,N
7,St Lawrence,Oswegatchie (Town),1023830,JCT RTES 37 & 812 (970E),37  37 75021283,970E970E75011001,NYSDOT,1958,10/01/2018,N
7,St Lawrence,Oswegatchie (Town),1029290,2.6 MI SE JCT RTS 68 + 37,68  68 75012030,TIBITTS CREEK,NYSDOT,2011,11/14/2019,N
7,St Lawrence,Oswegatchie (Town),1069270,2 MI SE JCT SH812 & SH184,812  812 75021373,BEAVER CREEK,NYSDOT,2004,10/09/2018,N
7,St Lawrence,Oswegatchie (Town),3341460,.75 MILE E OF HEUVELTON,COUNTY ROAD 15,LISBON CREEK,County,1933,09/12/2019,N
7,St Lawrence,Oswegatchie (Town),2221520,1.5 MI E OF OGDENSBURG,COUNTY ROAD 28A,TIBBITS CREEK,County,1970,08/29/2019,N
7,St Lawrence,Oswegatchie (Town),3341450,4.5 MILES NW OF HUVELTON,EEL WEIR ROAD,OSWEGATCHIE RIVER,County,1960,12/06/2018,N
7,St Lawrence,Oswegatchie (Town),3341440,1.0 MI S OF OGDENSBURG,JEFF HAMM OGDB R,SUCKER CREEK,County,1997,09/10/2019,N
7,St Lawrence,Oswegatchie (Town),2221490,4 MILES S OF OGDENSBURG,LOST VILLAGE ROAD,CRUMMIE CREEK,Town,1970,11/19/2019,N
7,St Lawrence,Oswegatchie (Town),3366670,1.4 MI NE OF HEUVELTON,TOWN LINE ROAD,LISBON CREEK,County,1980,09/12/2019,Y
7,St Lawrence,Parishville (Town),1009160,4.8 MI W JCT SH 11B & SH,11B 11B75011089,TROUT BROOK,NYSDOT,1996,10/15/2018,N
7,St Lawrence,Parishville (Town),1029570,IN VILLAGE OF PARISHVILLE,72  72 75011084,W BR ST REGIS RIV,NYSDOT,1934,10/01/2018,N
7,St Lawrence,Parishville (Town),3221530,3.5 MI N OF PARISHVILLE,ALLEN FALLS ROAD,W BR ST REGIS RVR,County,1956,10/07/2019,N
7,St Lawrence,Piercefield (Town),1000730,7.3 MI SE JCT RTE 3 & 56,3   3 75041512,DEAD CREEK,NYSDOT,1959,05/22/2019,N
7,St Lawrence,Piercefield (Town),1000740,JCT SH 3 & RAQUETTE RIVER,3   3 75041536,RAQUETTE RIVER,NYSDOT,1998,10/11/2018,N
7,St Lawrence,Piercefield (Town),1048280,0.2 MI W JCT RTS 421 + 30,421 421 75011007,BOG RIVER,NYSDOT,1925,06/17/2019,N
7,St Lawrence,Pierrepont (Town),1027270,IN VILLAGE OF HANAWA FLLS,56  56 75011280,RAQUETTE RIVER,NYSDOT,1997,11/20/2019,N
7,St Lawrence,Pierrepont (Town),3341500,2 MI N OF PIERREPONT,BUTTERNUT RIDGE R,GRANNIS BROOK,County,1929,05/06/2019,N
7,St Lawrence,Pierrepont (Town),3221560,2.25 MILES NW OF COLTON,Brown's Bridge Road,RAQUETTE RIVER,County,1979,10/07/2019,Y
7,St Lawrence,Pierrepont (Town),3363510,1.0 MI E OF CRARY MILLS,CHURCH ROAD,GRANNIS BROOK,County,1961,09/11/2019,N
7,St Lawrence,Pierrepont (Town),3341480,1 MI N OF PIERREPONT,"CR24, RUSSELL-PIE",LEONARD BROOK,County,2010,09/18/2018,N
7,St Lawrence,Pierrepont (Town),2259240,3 MI SW OF PIERREPONT,CRARY ROAD,VAN RENSSELAER CK,Town,1996,05/06/2019,N
7,St Lawrence,Pierrepont (Town),3341510,.6 MI NW OF W PIERREPONT,PLAINS ROAD,VAN RENSSELAER CK,County,1959,05/06/2019,N
7,St Lawrence,Pitcairn (Town),1000660,4.4 MI SW JCT RTS 3 + 58,3   3 75041024,JENNY CREEK,NYSDOT,2007,06/13/2019,N
7,St Lawrence,Pitcairn (Town),3341520,.2 MI W JCT SH 812 & SH 3,812 812 75021010,OSWEGATCHIE RIVER,NYSDOT,1983,10/09/2019,N
7,St Lawrence,Pitcairn (Town),3341540,.3 MI N OF PITCAIRN,EDWARDS ROAD,BIG CREEK,County,2003,05/22/2019,N
7,St Lawrence,Pitcairn (Town),3341560,2.0 MI N OF HARRISVILLE,GARRISON ROAD,BIG CREEK,County,1969,08/28/2019,Y
7,St Lawrence,Pitcairn (Town),3366920,4 MI SW OF FINE,GREENWOOD ROAD,GREENWOOD CREEK,County,1981,11/04/2019,N
7,St Lawrence,Pitcairn (Town),3341550,3.0 MI SE OF PITCHAIRN,JAYVILLE ROAD,JENNY CREEK,County,2001,08/15/2018,N
7,St Lawrence,Pitcairn (Town),3341530,1.75 MI N OF PITCAIRN,ROSE ROAD,BIG CREEK,County,1967,08/28/2019,N
7,St Lawrence,Pitcairn (Town),3341580,0.75 W OF PITCAIRN,VROOMAN ROAD,BIG CREEK,County,1978,09/30/2019,Y
7,St Lawrence,Potsdam (Town),1008800,3.5 MI NE JCT US11 &SH310,11  11 75061353,TROUT BROOK,NYSDOT,1981,09/27/2018,N
